Bildit,"0, Dig, 0, Practice Shot, 7, Forward Pass, 10, Prepared Attack, 13, Set, 17, Demanding Set, 21, Zigzag, 24, Build, 28, Wall, 33, Quick Set, 37, Tool, 41, Meditate","Bump, Dump, Roll Shot, Tracker, Mindfield, Pipe, Tactical Pass, Net Rush, Shield, Refresh, Muscle Memory, Lay Trap, Nice Shot, Shake Off, Rumble, High Five, Excited Pass, Clear Field, Sweep"
Handicoot,"0, Dig, 0, Practice Shot, 11, Forward Pass, 14, Prepared Attack, 17, Set, 21, Demanding Set, 25, Zigzag, 28, Build, 32, Wall, 37, Quick Set, 41, Tool, 45, Meditate","Bump, Dump, Roll Shot, Tracker, Mindfield, Pipe, Tactical Pass, Net Rush, Shield, Refresh, Muscle Memory, Lay Trap, Nice Shot, Shake Off, Rumble, High Five, Excited Pass, Clear Field, Sweep"
Bandicraft,"0, Dig, 0, Practice Shot, 15, Forward Pass, 18, Prepared Attack, 21, Set, 25, Demanding Set, 29, Zigzag, 32, Build, 36, Wall, 41, Quick Set, 45, Tool, 49, Meditate","Bump, Dump, Roll Shot, Tracker, Mindfield, Pipe, Tactical Pass, Net Rush, Shield, Refresh, Muscle Memory, Lay Trap, Nice Shot, Shake Off, Rumble, High Five, Excited Pass, Clear Field, Sweep, Precision Strike"
Collarva,"0, Practice Shot, 0, Heart Harden, 5, Cold Calculation, 8, Hunker, 14, Grit, 20, Heat Up, 23, Nerve Strike, 27, Provoke, 32, Overthink, 36, Rattle, 40, Perfect Shot, 45, Dreadful Mist","Comeback, Tough Front, Explosive Spirit, Daring Pass, Blaze, Shield, Raw Fury, Dramatic Exit, Frazzle, Chill Out, Ego Blast, Splinter, Gloom, Soliloquy, Echo Strike, Exhaust, Chant"
Wormask,"0, Practice Shot, 0, Heart Harden, 8, Cold Calculation, 11, Hunker, 17, Grit, 23, Heat Up, 26, Nerve Strike, 30, Provoke, 35, Overthink, 39, Rattle, 43, Perfect Shot, 48, Dreadful Mist","Comeback, Tough Front, Explosive Spirit, Daring Pass, Blaze, Shield, Raw Fury, Dramatic Exit, Frazzle, Chill Out, Ego Blast, Splinter, Gloom, Soliloquy, Echo Strike, Exhaust, Chant"
Plumask,"0, Practice Shot, 0, Heart Harden, 11, Echo Strike, 14, Hunker, 20, Grit, 26, Rally, 29, Ego Blast, 33, Provoke, 38, Overthink, 42, Passion Strike, 46, Perfect Shot, 51, Dreadful Mist","Comeback, Tough Front, Explosive Spirit, Daring Pass, Blaze, Shield, Raw Fury, Dramatic Exit, Frazzle, Chill Out, Nerve Strike, Heat Up, Splinter, Rattle, Cold Calculation, Gloom, Soliloquy, Exhaust, Chant, Scream"
Shooga,"0, Bump, 0, Quick Tag, 6, Breaker, 9, Cover, 12, Hawkeye, 15, Dive, 19, Dig, 23, Flex, 29, True Strike, 33, Shake Off, 38, Vigor Beam, 43, Patience","Demolish, Juggle, Forward Pass, Lock Target, Mark, Shield, Thunder, Thump, Quick Breath, Build"
Supassum,"0, Bump, 0, Quick Tag, 9, Breaker, 12, Cover, 15, Hawkeye, 18, Dive, 22, Dig, 26, Flex, 32, True Strike, 36, Shake Off, 41, Vigor Beam, 46, Patience","Demolish, Juggle, Forward Pass, Lock Target, Mark, Shield, Thunder, Thump, Quick Breath, Build, Set"
Supilero,"0, Bump, 0, Quick Tag, 12, Breaker, 15, Cover, 18, Hawkeye, 21, Dive, 25, Dig, 29, Flex, 35, True Strike, 39, Shake Off, 44, Vigor Beam, 52, Introduce","Demolish, Juggle, Forward Pass, Lock Target, Mark, Shield, Patience, Thunder, Thump, Quick Breath, Build, Set, Mighty Yell, Provoke, Grit"
Sefren,"0, Beginner Effort, 0, Whoosh, 6, Shield, 10, Tornadoball, 16, Cyclone, 20, Bring the Heat, 25, Clear Field, 31, Airblast, 36, Net Rush, 40, Blaze, 45, Flight, 49, Explosive Spirit","Desperate Force, Daring Pass, Reposition, Quick Tag, Cover, Fall Back, Role Reverse, Dramatic Exit, Swarm"
Zefyre,"0, Beginner Effort, 0, Whoosh, 10, Shield, 14, Tornadoball, 20, Cyclone, 24, Bring the Heat, 29, Clear Field, 35, Airblast, 40, Net Rush, 44, Blaze, 49, Flight, 53, Explosive Spirit","Desperate Force, Daring Pass, Reposition, Quick Tag, Cover, Fall Back, Role Reverse, Dramatic Exit, Swarm"
Woollie,"0, Pepshot, 0, Dig, 8, Relentless, 12, Desperate Force, 16, Net Rush, 21, Comeback, 26, Shake Off, 30, Whistle, 34, Launch, 39, Thrash, 43, Vigor Beam","Bump, Hawkeye, Counter, Cover, Juggle, Mark, Shield, Quick Tag, Energized, Goo-Goo Eyes, Explosive Spirit, Role Reverse, Thriller, Dive, Spitball, Steal, Excited Pass, Forward Pass, True Strike"
Fetcham,"0, Pepshot, 0, Dig, 13, Relentless, 17, Desperate Force, 21, Net Rush, 26, Comeback, 31, Shake Off, 35, Whistle, 39, Launch, 44, Thrash, 48, Vigor Beam","Bump, Hawkeye, Counter, Cover, Juggle, Mark, Shield, Quick Tag, Energized, Goo-Goo Eyes, Explosive Spirit, Role Reverse, Thriller, Dive, Spitball, Steal, Excited Pass, Forward Pass, True Strike"
Rookee,"0, Zinger, 0, Jeer, 5, Provoke, 9, Lure Shot, 12, Kick, 16, Nettle, 20, Sneak Attack, 24, Exhaust, 29, Upsetting Comment, 33, Spitball, 37, Whistle, 41, Lay Trap, 46, Tool","Kneebender, Prepared Attack, Roll Shot, Pressure, Heartbreaker, Juggle, Forward Pass, Stinky, Shield, Feint, Deep Breath, Hunker, Intimidate, Frazzle, Nice Shot, Chill Out, Rattle, Stinger"
Garood,"0, Zinger, 0, Jeer, 9, Provoke, 13, Lure Shot, 16, Kick, 20, Nettle, 24, Sneak Attack, 28, Exhaust, 33, Upsetting Comment, 37, Spitball, 41, Whistle, 45, Lay Trap, 50, Tool","Kneebender, Prepared Attack, Roll Shot, Pressure, Heartbreaker, Juggle, Forward Pass, Stinky, Shield, Feint, Deep Breath, Hunker, Intimidate, Frazzle, Nice Shot, Chill Out, Rattle, Stinger"
Kaleidarn,"0, Swarm, 0, Net Rush, 6, Hum, 12, Tornadoball, 17, Raw Fury, 23, Daring Pass, 28, Whistle, 33, Counter, 38, Tactical Pass, 42, Updraft, 47, Turnabout","Pepshot, Careful Shot, Toppler, Cut Shot, Zigzag, Slice, Excited Pass, Cover, Forward Pass, Blaze, Battle Cry, Cyclone, Shield"
Platenna,"0, Practice Shot, 0, Mind Read, 4, Cornershot, 9, Heat Up, 12, Tracker, 18, Lay Trap, 24, Snipe, 30, Mark, 36, Freezeray, 40, Telekinesis, 46, Echo Strike","Nerve Strike, Floater, Stinger, Dump, Tactical Pass, Cover, Pipe, Forward Pass, Meditate, Assess, Overthink, Lock Target, Smack, Shield, Staredown, Frazzle, Pierce, Zigzag"
Platypulse,"0, Practice Shot, 0, Mind Read, 9, Cornershot, 14, Heat Up, 17, Tracker, 23, Lay Trap, 29, Snipe, 35, Mark, 41, Freezeray, 45, Telekinesis, 51, Echo Strike","Nerve Strike, Floater, Stinger, Dump, Tactical Pass, Cover, Pipe, Forward Pass, Meditate, Assess, Overthink, Lock Target, Smack, Shield, Staredown, Frazzle, Pierce, Zigzag"
Servitt,"0, Bump, 0, Feint, 7, Net Rush, 11, Pepshot, 16, Shove, 21, Cut Shot, 25, Tough Front, 29, Spike, 33, Mark, 38, Inspiring Defense, 43, Counter, 48, Launch","Hyperspike, Dive, Desperate Force, Cover, Reposition, Distraction, Role Reverse, High Five, Blaze, Energized, Turnabout, Shield, Dramatic Exit, Vigor Beam, Contest, Fall Back, Wall, Stretch, Catwalk"
Servace,"0, Bump, 0, Feint, 11, Net Rush, 15, Pepshot, 20, Shove, 25, Cut Shot, 29, Tough Front, 33, Spike, 37, Mark, 42, Inspiring Defense, 47, Counter, 52, Launch","Hyperspike, Dive, Desperate Force, Cover, Reposition, Distraction, Role Reverse, High Five, Blaze, Energized, Turnabout, Shield, Dramatic Exit, Vigor Beam, Contest, Fall Back, Wall, Stretch, Catwalk"
Radillo,"0, Beginner Effort, 0, Provoke, 9, Grit, 12, Daring Pass, 19, Desperate Force, 23, Tough Front, 27, Dive, 31, Counter, 35, Overpower, 38, Role Reverse, 42, Net Rush, 46, Burnout","Challenge, Contest, Confident Pass, Spike, Slide, Hyperspike, Relentless, Toppler, Pipe, Dig, Quick Tag, Shield, Rocket, Launch, Turnabout, Dramatic Exit, Whoosh, Exhaust, Swarm, Dodge Roll"
Daredillo,"0, Beginner Effort, 0, Provoke, 13, Grit, 16, Daring Pass, 23, Desperate Force, 27, Tough Front, 31, Dive, 35, Counter, 39, Overpower, 42, Role Reverse, 46, Net Rush, 50, Burnout","Challenge, Contest, Confident Pass, Spike, Slide, Hyperspike, Relentless, Toppler, Pipe, Dig, Quick Tag, Shield, Rocket, Launch, Turnabout, Dramatic Exit, Whoosh, Exhaust, Swarm, Dodge Roll"
Noizard,"0, Rattle, 0, Distraction, 9, Stinky, 16, Raw Fury, 19, Drum, 23, Net Rush, 27, Slice, 31, Staredown, 35, Scream, 40, Frazzle, 47, Dump","Lock Target, Precision Strike, Stinger, Floater, Cornershot, Desperate Force, Mighty Yell, Jeer, Mark, Whistle, Hawkeye, Toppler, Rally, Shield, Provoke, Pierce"
Diggum,"0, Dig, 0, Pepshot, 5, Forward Pass, 10, Calming Aura, 13, Floater, 17, Squeeze, 23, Build, 27, Bring the Heat, 32, Fortify, 36, Share Snack, 40, Supercommit, 46, Torch Pass","Quick Set, Call Out, Grit, Desperate Force, Precision Strike, Refresh, Chant, Whistle, Quick Breath, Hawkeye, Goo-Goo Eyes, Shield, Set, Cook, Lure Shot"
Merrifly,"0, Cheer, 0, Basic Hit, 6, Rally, 11, Set, 18, Reach Shot, 22, Chant, 26, Updraft, 30, Kneebender, 36, Vigor Beam, 40, Pump Up, 47, Dispel","Introduce, Thunder, Relaxed Hit, Whistle, Whoosh, High Five, Juggle, Drum, Shield, Excited Pass, Swarm"
Cherrily,"0, Cheer, 0, Basic Hit, 9, Rally, 14, Set, 21, Reach Shot, 25, Chant, 29, Updraft, 33, Kneebender, 39, Vigor Beam, 43, Pump Up, 50, Dispel","Introduce, Thunder, Relaxed Hit, Whistle, Whoosh, High Five, Juggle, Drum, Shield, Excited Pass, Swarm"
Yueffowl,"0, Mindfield, 0, Lock Target, 7, Mark, 11, Lure Shot, 17, Meditate, 22, Provoke, 27, Freezeray, 32, Assess, 36, Teleport, 41, Tool, 46, Staredown","Tracker, Cold Calculation, Floater, Rainbow, Updraft, Refresh, Chill Out, Call Out, Shield, Exhaust, Rattle"
Albrax,"0, Mindfield, 0, Lock Target, 10, Mark, 14, Lure Shot, 20, Meditate, 25, Provoke, 30, Freezeray, 35, Assess, 39, Teleport, 44, Tool, 49, Staredown","Tracker, Cold Calculation, Floater, Rainbow, Updraft, Refresh, Chill Out, Call Out, Shield, Exhaust, Rattle"
Scrubbub,"0, Breaker, 0, Whoosh, 6, Shake Off, 10, Precision Strike, 14, Smack, 18, Rocket, 24, Set, 30, Rainbow, 34, Fall Back, 40, Hawkeye, 46, Hyperspike","Bump, Pipe, Forward Pass, Overpower, Dig, Hunker, Juggle, Pressure, Mighty Yell, Shield, Battle Cry, Clear Field, Call Out, Dive, Mark"
Grubiron,"0, Breaker, 0, Whoosh, 9, Shake Off, 13, Precision Strike, 17, Smack, 21, Rocket, 27, Set, 33, Rainbow, 37, Fall Back, 43, Hawkeye, 49, Hyperspike","Bump, Pipe, Forward Pass, Overpower, Dig, Hunker, Juggle, Pressure, Mighty Yell, Shield, Battle Cry, Clear Field, Call Out, Dive, Mark"
Beetlback,"0, Breaker, 0, Confident Pass, 11, Shake Off, 15, Precision Strike, 19, Smack, 23, Rocket, 29, Set, 35, Rainbow, 39, Fall Back, 45, Hawkeye, 51, Hyperspike","Bump, Pipe, Forward Pass, Overpower, Dig, Hunker, Juggle, Pressure, Mighty Yell, Shield, Battle Cry, Clear Field, Call Out, Whoosh, Dive, Mark, Tactical Pass, Cold Calculation, Updraft, Perfect Shot, Lock Target"
Webbounce,"0, Trickspin, 0, Cheer, 5, Juggle, 10, Sidewinder, 14, Whistle, 19, Slice, 24, Confident Pass, 30, Zigzag, 36, Bounce, 40, Set, 44, Stinky, 48, Rainbow","Reach Shot, Relaxed Hit, Cornershot, Exhaust, Muscle Memory, Shield, Trait Dance, Shake Off, Ricochet, Twist, Kick"
Goofsder,"0, Trickspin, 0, Cheer, 9, Juggle, 14, Sidewinder, 18, Whistle, 23, Slice, 28, Confident Pass, 34, Zigzag, 40, Bounce, 44, Set, 48, Stinky, 52, Rainbow","Reach Shot, Relaxed Hit, Cornershot, Exhaust, Muscle Memory, Shield, Trait Dance, Shake Off, Ricochet, Twist, Kick"
Gastic,"0, Cornershot, 0, Cover, 7, Stinky, 12, Rattle, 17, Heat Up, 22, Nerve Strike, 27, Hex, 30, Freezeray, 33, Squeeze, 38, Dreadful Mist, 43, Soulcrusher, 48, Gloom","Mindfield, Slice, Refresh, Teleport, Feint, Meditate, Staredown, Jeer, Mark, Hawkeye, Patience, Shield, Dispel, Echo Strike, Menace, Exhaust, Wink"
Wisper,"0, Cornershot, 0, Cover, 10, Stinky, 15, Rattle, 20, Heat Up, 25, Nerve Strike, 30, Hex, 33, Freezeray, 36, Squeeze, 41, Dreadful Mist, 46, Soulcrusher, 51, Gloom","Mindfield, Slice, Refresh, Teleport, Feint, Meditate, Staredown, Jeer, Mark, Hawkeye, Patience, Shield, Dispel, Echo Strike, Menace, Exhaust, Wink"
Mistic,"0, Cornershot, 0, Cover, 13, Stinky, 18, Rattle, 23, Heat Up, 28, Nerve Strike, 33, Hex, 36, Freezeray, 39, Squeeze, 44, Dreadful Mist, 49, Soulcrusher, 54, Gloom","Mindfield, Slice, Refresh, Teleport, Feint, Meditate, Staredown, Jeer, Mark, Hawkeye, Patience, Shield, Dispel, Echo Strike, Menace, Exhaust, Wink"
Wottle,"0, Careful Shot, 0, Goo-Goo Eyes, 6, Pipe, 10, Flight, 16, Quick Tag, 21, Gloom, 25, Tornadoball, 31, Dodge Roll, 36, Hunker, 41, Bring the Heat, 47, Torch Pass","Toppler, Patience, Hawkeye, Forward Pass, Tough Front, Exhaust, Mark, Deep Breath, Clear Field, Shield, Fortify, Set, Cover, Net Rush, Hum, Fall Back"
Troglum,"0, Twist, 0, Role Reverse, 6, Trickspin, 10, Lock Target, 17, Sidewinder, 20, Trait Dance, 24, Slice, 29, Net Rush, 35, Zigzag, 40, Provoke, 44, Dump","Reach Shot, Zinger, Cornershot, Freezeray, Lure Shot, Cover, Refresh, Telekinesis, Teleport, Whistle, Juggle, Tough Front, Rocket, Shield, Frazzle, Dive, Nice Shot, Rattle, Dig, Ricochet, Stinger, Clear Field"
Varkabond,"0, Twist, 0, Role Reverse, 10, Trickspin, 14, Lock Target, 21, Sidewinder, 24, Trait Dance, 28, Slice, 33, Net Rush, 39, Zigzag, 44, Provoke, 48, Dump","Reach Shot, Zinger, Cornershot, Freezeray, Lure Shot, Cover, Refresh, Telekinesis, Teleport, Whistle, Juggle, Tough Front, Rocket, Shield, Frazzle, Dive, Nice Shot, Rattle, Dig, Ricochet, Stinger, Clear Field"
Skulkapi,"0, Practice Shot, 0, Fall Back, 5, Twist, 10, Teleport, 15, Zigzag, 20, Wink, 26, Sneak Attack, 31, Reign, 36, Cut Shot, 42, Intimidate, 48, Soulcrusher","Pressure, Lure Shot, Ego Blast, Relentless, Toppler, Jammer, Net Rush, Cover, Forward Pass, Excited Pass, Feint, Meditate, Mark, Mind Read, Staredown, Exhaust, Shield, Flight, Whoosh, Thrash, Goo-Goo Eyes"
Armantis,"0, Mark, 0, Pierce, 5, Kneebender, 8, Shield, 11, Net Rush, 17, Distraction, 23, Sneak Attack, 30, Staredown, 34, High Slam, 38, Wall, 42, Splinter, 46, Ricochet","Floater, Heartbreaker, Cornershot, Stomp, Reposition, Provoke, Jeer, Mind Read, Hawkeye, Power Sap, Steal, Set, Spike, Perfect Shot, True Strike, Sweep, Fortify, Deep Breath"
Grazada,"0, Excited Pass, 0, Beginner Effort, 6, Careful Shot, 9, Stinky, 13, Cheer, 18, Raw Fury, 23, Rally, 30, Mighty Yell, 34, Thriller, 39, Tough Front, 44, Scream, 47, Battle Cry","Staredown, Grit, Jammer, Refresh, Set, Call Out, Exhaust, Hunker, Provoke, Dramatic Exit, High Five, Shield, Upsetting Comment, Pepshot, Challenge, Chant, Pipe, Wink, Chill Out, Distraction"
Seakit,"0, Net Rush, 0, Practice Shot, 9, Telekinesis, 14, Floater, 19, Sting, 22, Deep Breath, 26, Sneak Attack, 31, Nettle, 35, Tracker, 39, Mark, 43, Roll Shot, 48, Soulcrusher","Nerve Strike, Stinger, Tactical Pass, Exhaust, Lock Target, Cover, Feint, Assess, Jeer, Quick Breath, Hawkeye, Shield"
Vultoxin,"0, Net Rush, 0, Practice Shot, 9, Telekinesis, 14, Floater, 19, Sting, 22, Deep Breath, 26, Sneak Attack, 31, Nettle, 35, Tracker, 39, Mark, 43, Roll Shot, 48, Soulcrusher","Nerve Strike, Stinger, Tactical Pass, Exhaust, Lock Target, Cover, Feint, Assess, Jeer, Quick Breath, Hawkeye, Shield"
Turogue,"0, Hunker, 0, Relaxed Hit, 4, Quick Breath, 8, Drum, 11, Heartbreaker, 18, Shield, 23, Boom, 29, Mighty Yell, 32, Dump, 37, Refresh, 40, Patience, 46, Stomp","Deep Breath, Prepared Attack, Precision Strike, Cornershot, Rainbow, Cover, Call Out, Provoke, Vigor Beam, Set, Nice Shot, Trait Dance, Steal, Introduce, Menace, Chant, Daring Pass"
Turtaneer,"0, Hunker, 0, Relaxed Hit, 7, Quick Breath, 11, Drum, 14, Heartbreaker, 21, Shield, 26, Boom, 32, Mighty Yell, 35, Dump, 40, Refresh, 43, Patience, 49, Stomp","Deep Breath, Prepared Attack, Precision Strike, Cornershot, Rainbow, Cover, Call Out, Provoke, Vigor Beam, Set, Nice Shot, Trait Dance, Steal, Introduce, Menace, Chant, Daring Pass"
Tortanchor,"0, Hunker, 0, Relaxed Hit, 9, Quick Breath, 13, Drum, 16, Heartbreaker, 23, Shield, 28, Boom, 34, Mighty Yell, 37, Dump, 42, Refresh, 45, Patience, 51, Stomp","Deep Breath, Prepared Attack, Precision Strike, Cornershot, Rainbow, Cover, Call Out, Provoke, Vigor Beam, Set, Nice Shot, Trait Dance, Steal, Introduce, Menace, Chant, Daring Pass"
Waglash,"0, Basic Hit, 0, Jeer, 6, Body Ready, 10, Breaker, 14, Hunker, 17, Rocket, 21, Flex, 25, Shake Off, 30, Muscle Memory, 34, Shield, 39, Launch, 42, Hyperspike","Thump, Shove, Exhaust, Trait Dance, Quick Breath, Dig, Pump Up, Cyclone, High Five, Smack"
Riplash,"0, Basic Hit, 0, Jeer, 11, Body Ready, 15, Breaker, 19, Hunker, 22, Rocket, 26, Flex, 30, Shake Off, 35, Muscle Memory, 39, Shield, 44, Launch, 47, Hyperspike","Thump, Shove, Exhaust, Trait Dance, Quick Breath, Dig, Pump Up, Cyclone, High Five, Smack"
Gullit,"0, Practice Shot, 0, Call Out, 5, Quick Breath, 8, Tracker, 12, Whistle, 17, Counter, 22, Floater, 26, Exhaust, 30, Grit, 34, Cyclone, 38, Tough Front, 43, Roll Shot","Precision Strike, Zigzag, Dump, Bump, Bring the Heat, Net Rush, Cover, Provoke, Jeer, Mark, Shield, Flight, Scream, Chant, Tornadoball"
Skiffrig,"0, Practice Shot, 0, Call Out, 9, Quick Breath, 12, Tracker, 16, Whistle, 21, Counter, 26, Floater, 30, Exhaust, 34, Grit, 38, Cyclone, 42, Tough Front, 47, Roll Shot","Precision Strike, Zigzag, Dump, Bump, Bring the Heat, Net Rush, Cover, Provoke, Jeer, Mark, Shield, Flight, Scream, Chant, Tornadoball"
Petula,"0, Beginner Effort, 0, Nettle, 7, Careful Shot, 11, Sting, 15, Lay Trap, 19, Relentless, 23, Refresh, 27, Blaze, 32, Cut Shot, 36, Shake Off, 40, Patience, 45, Turnabout","Grit, Raw Fury, Net Rush, Cover, Excited Pass, Hunker, Dispel, Shield, Jammer, Teleport, Gloom, Swarm, Passion Strike"
Flowish,"0, Beginner Effort, 0, Nettle, 7, Careful Shot, 11, Sting, 15, Lay Trap, 19, Relentless, 23, Refresh, 27, Blaze, 32, Cut Shot, 36, Shake Off, 40, Patience, 45, Turnabout","Grit, Raw Fury, Net Rush, Cover, Excited Pass, Hunker, Dispel, Shield, Jammer, Teleport, Gloom, Swarm, Passion Strike, Hum"
Orgella,"0, Beginner Effort, 0, Nettle, 7, Careful Shot, 11, Sting, 15, Lay Trap, 19, Relentless, 23, Refresh, 27, Blaze, 32, Cut Shot, 36, Shake Off, 40, Patience, 45, Turnabout","Grit, Raw Fury, Net Rush, Cover, Excited Pass, Hunker, Dispel, Shield, Jammer, Teleport, Gloom, Swarm, Passion Strike, Hum"
Squimage,"0, Pepshot, 0, Call Out, 5, Mimic, 9, Prepared Attack, 12, Jammer, 18, Pump Up, 23, Energized, 29, Dramatic Exit, 33, Rainbow, 38, Overpower, 43, Trait Dance, 47, Contest","Shield, Spitball, Hyperspike, Perfect Shot, Excited Pass, Forward Pass, Hawkeye, Goo-Goo Eyes, Cyclone, Mark, Exhaust, Overthink, Distraction, Kneebender, Steamer, Rally, Thriller, Juggle, Heart Harden, Cook, Gloom, Passion Strike, Challenge"
Crabaret,"0, Basic Hit, 0, Drum, 6, Whistle, 11, Zinger, 16, Cheer, 20, Counter, 25, Juggle, 31, Demolish, 36, Trait Dance, 41, Dramatic Exit, 47, Stomp","Breaker, Dive, Toppler, Contest, Net Rush, Cover, Reposition, Provoke, Steal, Role Reverse, Body Ready, Shield, Exhaust, Hum, High Five, Rousing Strike, Slide, Passion Strike, Daring Pass"
Leobro,"0, Basic Hit, 0, Stretch, 6, Dig, 11, Relaxed Hit, 16, Pump Up, 21, Muscle Memory, 26, High Five, 31, Set, 36, Nice Shot, 40, Quick Set, 44, Slide, 49, Overpower","Bump, Dump, Forward Pass, Hyperspike, Confident Pass, Deep Breath, Hawkeye, Body Ready, Call Out, Meditate, Flex, Tough Front, Shield, Spitball, Trait Dance, Wall"
Broslidon,"0, Basic Hit, 0, Stretch, 0, Whoosh, 6, Dig, 11, Relaxed Hit, 16, Pump Up, 21, Muscle Memory, 26, High Five, 31, Set, 36, Nice Shot, 40, Quick Set, 44, Slide, 49, Overpower","Bump, Dump, Forward Pass, Hyperspike, Confident Pass, Deep Breath, Hawkeye, Body Ready, Call Out, Meditate, Flex, Tough Front, Shield, Spitball, Trait Dance, Wall"
Mudslee,"0, Chill Out, 0, Cornershot, 5, Refresh, 8, Dig, 13, Floater, 19, Calming Aura, 24, Build, 30, Spitball, 35, Wink, 41, Freezeray, 46, Clear Field","Pressure, Nerve Strike, Forward Pass, Pipe, Hunker, Patience, Deep Breath, Meditate, Exhaust, Shield, Smack, Mighty Yell, Heat Wave, Shake Off, Squeeze"
Crawlurk,"0, Pierce, 0, Lock Target, 6, Menace, 11, Finisher, 16, Pressure, 20, Feint, 26, Sneak Attack, 30, Muscle Memory, 36, Intimidate, 39, Splinter, 44, Launch, 49, Assess","Jeer, Snipe, Energized, Breaker, Relaxed Hit, Power Sap, Rocket, Tracker, Stinger, Cover, Nettle, Provoke, Mark, Pump Up, Shield, Rattle, Lay Trap, Sweep"
Musselbound,"0, Bump, 0, Dig, 4, Stretch, 13, Zigzag, 17, Hunker, 22, Muscle Memory, 28, Tough Front, 33, Thump, 37, Roll Shot, 42, Smack, 50, Overpower","Relentless, Dive, Sneak Attack, Spitball, Juggle, Net Rush, Confident Pass, Flex, Body Ready, Shield, Exhaust, Patience, Grit"
